Iteration; Theta1; Theta2; Alpha; Input 00 Output 0 Frequency; Input 00 Output 1 Frequency; Input 01 Output 0 Frequency; Input 01 Output 1 Frequency; Input 10 Output 0 Frequency; Input 10 Output 1 Frequency; Input 11 Output 0 Frequency; Input 11 Output 1 Frequency; Error
871; 1.8380001117654476; -0.3552453106988538; -3.141592653589793; 491; 533; 4; 1020; 512; 512; 900; 124; 0.286376953125
872; 1.8380001117654476; -0.3552453106988538; -0.9483472311254912; 245; 779; 259; 765; 855; 169; 823; 201; 0.51123046875
873; 1.8380001117654476; -0.3552453106988538; 1.2448981913388106; 438; 586; 498; 526; 898; 126; 490; 534; 0.6142578125
874; 1.8380001117654476; -0.3552453106988538; -2.8450416933764746; 727; 297; 328; 696; 545; 479; 439; 585; 0.428466796875
875; 1.8380001117654476; -0.3552453106988538; -0.6517962709121727; 692; 332; 49; 975; 445; 579; 753; 271; 0.267822265625
876; 1.8380001117654476; -0.3552453106988538; 1.5414491515521291; 365; 659; 86; 938; 679; 345; 937; 87; 0.368896484375
877; 1.8380001117654476; -0.3552453106988538; -2.548490733163156; 284; 740; 437; 587; 920; 104; 663; 361; 0.60009765625
878; 1.8380001117654476; -0.3552453106988538; -0.3552453106988538; 608; 416; 470; 554; 776; 248; 422; 602; 0.552734375
879; 1.8380001117654476; -0.3552453106988538; 1.8380001117654476; 757; 267; 149; 875; 462; 562; 601; 423; 0.317626953125
880; 1.8380001117654476; -0.3552453106988538; -2.2519397729498363; 522; 502; 11; 1013; 483; 541; 889; 135; 0.276123046875
881; 1.8380001117654476; 1.8380001117654476; -3.141592653589793; 498; 526; 176; 848; 533; 491; 759; 265; 0.3662109375
882; 1.8380001117654476; 1.8380001117654476; -0.9483472311254912; 260; 764; 515; 509; 850; 174; 512; 512; 0.644775390625
883; 1.8380001117654476; 1.8380001117654476; 1.2448981913388106; 419; 605; 550; 474; 898; 126; 238; 786; 0.693115234375
884; 1.8380001117654476; 1.8380001117654476; -2.8450416933764746; 716; 308; 242; 782; 604; 420; 405; 619; 0.432861328125
885; 1.8380001117654476; 1.8380001117654476; -0.6517962709121727; 674; 350; 98; 926; 399; 625; 710; 314; 0.283447265625
886; 1.8380001117654476; 1.8380001117654476; 1.5414491515521291; 331; 693; 357; 667; 676; 348; 670; 354; 0.5078125
887; 1.8380001117654476; 1.8380001117654476; -2.548490733163156; 299; 725; 607; 417; 933; 91; 338; 686; 0.720458984375
888; 1.8380001117654476; 1.8380001117654476; -0.3552453106988538; 596; 428; 429; 595; 756; 268; 271; 753; 0.57763671875
889; 1.8380001117654476; 1.8380001117654476; 1.8380001117654476; 765; 259; 124; 900; 457; 567; 582; 442; 0.31298828125
890; 1.8380001117654476; 1.8380001117654476; -2.2519397729498363; 510; 514; 166; 858; 523; 501; 756; 268; 0.359130859375
891; 1.8380001117654476; -2.2519397729498363; -3.141592653589793; 530; 494; 523; 501; 509; 515; 504; 520; 0.49951171875
892; 1.8380001117654476; -2.2519397729498363; -0.9483472311254912; 278; 746; 769; 255; 853; 171; 169; 855; 0.786865234375
893; 1.8380001117654476; -2.2519397729498363; 1.2448981913388106; 444; 580; 623; 401; 900; 124; 117; 907; 0.73486328125
894; 1.8380001117654476; -2.2519397729498363; -2.8450416933764746; 737; 287; 279; 745; 595; 429; 429; 595; 0.4287109375
895; 1.8380001117654476; -2.2519397729498363; -0.6517962709121727; 666; 358; 354; 670; 409; 615; 588; 436; 0.380126953125
896; 1.8380001117654476; -2.2519397729498363; 1.5414491515521291; 345; 679; 689; 335; 662; 362; 339; 685; 0.662841796875
897; 1.8380001117654476; -2.2519397729498363; -2.548490733163156; 256; 768; 727; 297; 930; 94; 106; 918; 0.816162109375
898; 1.8380001117654476; -2.2519397729498363; -0.3552453106988538; 592; 432; 426; 598; 775; 249; 273; 751; 0.58203125
899; 1.8380001117654476; -2.2519397729498363; 1.8380001117654476; 741; 283; 250; 774; 470; 554; 563; 461; 0.357421875
900; 1.8380001117654476; -2.2519397729498363; -2.2519397729498363; 496; 528; 499; 525; 537; 487; 509; 515; 0.507568359375
901; -2.2519397729498363; -3.141592653589793; -3.141592653589793; 489; 535; 524; 500; 533; 491; 528; 496; 0.509765625
902; -2.2519397729498363; -3.141592653589793; -0.9483472311254912; 273; 751; 786; 238; 771; 253; 242; 782; 0.75439453125
903; -2.2519397729498363; -3.141592653589793; 1.2448981913388106; 423; 601; 611; 413; 617; 407; 449; 575; 0.5869140625
904; -2.2519397729498363; -3.141592653589793; -2.8450416933764746; 702; 322; 315; 709; 312; 712; 739; 285; 0.30126953125
905; -2.2519397729498363; -3.141592653589793; -0.6517962709121727; 669; 355; 341; 683; 335; 689; 686; 338; 0.334228515625
906; -2.2519397729498363; -3.141592653589793; 1.5414491515521291; 339; 685; 681; 343; 697; 327; 332; 692; 0.672607421875
907; -2.2519397729498363; -3.141592653589793; -2.548490733163156; 298; 726; 741; 283; 731; 293; 291; 733; 0.715576171875
908; -2.2519397729498363; -3.141592653589793; -0.3552453106988538; 629; 395; 435; 589; 409; 615; 627; 397; 0.3994140625
909; -2.2519397729498363; -3.141592653589793; 1.8380001117654476; 770; 254; 254; 770; 259; 765; 751; 273; 0.25390625
910; -2.2519397729498363; -3.141592653589793; -2.2519397729498363; 516; 508; 510; 514; 527; 497; 515; 509; 0.50146484375
911; -2.2519397729498363; -0.9483472311254912; -3.141592653589793; 492; 532; 836; 188; 522; 502; 167; 857; 0.670654296875
912; -2.2519397729498363; -0.9483472311254912; -0.9483472311254912; 253; 771; 901; 123; 749; 275; 124; 900; 0.810791015625
913; -2.2519397729498363; -0.9483472311254912; 1.2448981913388106; 409; 615; 605; 419; 618; 406; 448; 576; 0.58935546875
914; -2.2519397729498363; -0.9483472311254912; -2.8450416933764746; 750; 274; 417; 607; 272; 752; 611; 413; 0.3359375
915; -2.2519397729498363; -0.9483472311254912; -0.6517962709121727; 677; 347; 667; 357; 341; 683; 369; 655; 0.49072265625
916; -2.2519397729498363; -0.9483472311254912; 1.5414491515521291; 344; 680; 920; 104; 688; 336; 87; 937; 0.787353515625
917; -2.2519397729498363; -0.9483472311254912; -2.548490733163156; 300; 724; 763; 261; 733; 291; 243; 781; 0.732666015625
918; -2.2519397729498363; -0.9483472311254912; -0.3552453106988538; 584; 440; 453; 571; 425; 599; 545; 479; 0.438720703125
919; -2.2519397729498363; -0.9483472311254912; 1.8380001117654476; 766; 258; 520; 504; 234; 790; 515; 509; 0.371337890625
920; -2.2519397729498363; -0.9483472311254912; -2.2519397729498363; 494; 530; 864; 160; 509; 515; 187; 837; 0.6689453125
921; -2.2519397729498363; 1.2448981913388106; -3.141592653589793; 510; 514; 1019; 5; 532; 492; 12; 1012; 0.751220703125
922; -2.2519397729498363; 1.2448981913388106; -0.9483472311254912; 272; 752; 865; 159; 746; 278; 176; 848; 0.783935546875
923; -2.2519397729498363; 1.2448981913388106; 1.2448981913388106; 400; 624; 529; 495; 574; 450; 487; 537; 0.552734375
924; -2.2519397729498363; 1.2448981913388106; -2.8450416933764746; 701; 323; 643; 381; 271; 753; 387; 637; 0.45751953125
925; -2.2519397729498363; 1.2448981913388106; -0.6517962709121727; 672; 352; 908; 116; 331; 693; 91; 933; 0.6162109375
926; -2.2519397729498363; 1.2448981913388106; 1.5414491515521291; 362; 662; 982; 42; 691; 333; 40; 984; 0.810302734375
927; -2.2519397729498363; 1.2448981913388106; -2.548490733163156; 295; 729; 719; 305; 750; 274; 360; 664; 0.69873046875
928; -2.2519397729498363; 1.2448981913388106; -0.3552453106988538; 587; 437; 493; 531; 424; 600; 530; 494; 0.451171875
929; -2.2519397729498363; 1.2448981913388106; 1.8380001117654476; 771; 253; 777; 247; 226; 798; 267; 757; 0.491455078125
930; -2.2519397729498363; 1.2448981913388106; -2.2519397729498363; 529; 495; 1018; 6; 502; 522; 12; 1012; 0.739013671875
931; -2.2519397729498363; -2.8450416933764746; -3.141592653589793; 529; 495; 973; 51; 491; 533; 71; 953; 0.7109375
932; -2.2519397729498363; -2.8450416933764746; -0.9483472311254912; 233; 791; 647; 377; 755; 269; 402; 622; 0.687255859375
933; -2.2519397729498363; -2.8450416933764746; 1.2448981913388106; 427; 597; 481; 543; 600; 424; 562; 462; 0.5224609375
934; -2.2519397729498363; -2.8450416933764746; -2.8450416933764746; 724; 300; 721; 303; 273; 751; 280; 744; 0.49755859375
935; -2.2519397729498363; -2.8450416933764746; -0.6517962709121727; 692; 332; 988; 36; 368; 656; 45; 979; 0.651123046875
936; -2.2519397729498363; -2.8450416933764746; 1.5414491515521291; 325; 699; 823; 201; 690; 334; 218; 806; 0.73681640625
937; -2.2519397729498363; -2.8450416933764746; -2.548490733163156; 302; 722; 516; 508; 705; 319; 527; 497; 0.595703125
938; -2.2519397729498363; -2.8450416933764746; -0.3552453106988538; 602; 422; 593; 431; 437; 587; 456; 568; 0.4931640625
939; -2.2519397729498363; -2.8450416933764746; 1.8380001117654476; 765; 259; 879; 145; 285; 739; 122; 902; 0.567626953125
940; -2.2519397729498363; -2.8450416933764746; -2.2519397729498363; 466; 558; 959; 65; 548; 476; 70; 954; 0.737060546875
941; -2.2519397729498363; -0.6517962709121727; -3.141592653589793; 519; 505; 671; 353; 496; 528; 343; 681; 0.574462890625
942; -2.2519397729498363; -0.6517962709121727; -0.9483472311254912; 256; 768; 389; 635; 773; 251; 636; 388; 0.56591796875
943; -2.2519397729498363; -0.6517962709121727; 1.2448981913388106; 437; 587; 468; 556; 608; 416; 594; 430; 0.510986328125
944; -2.2519397729498363; -0.6517962709121727; -2.8450416933764746; 732; 292; 739; 285; 319; 705; 236; 788; 0.52197265625
945; -2.2519397729498363; -0.6517962709121727; -0.6517962709121727; 670; 354; 815; 209; 360; 664; 199; 825; 0.57470703125
946; -2.2519397729498363; -0.6517962709121727; 1.5414491515521291; 358; 666; 510; 514; 695; 329; 535; 489; 0.576171875
947; -2.2519397729498363; -0.6517962709121727; -2.548490733163156; 294; 730; 332; 692; 751; 273; 695; 329; 0.52294921875
948; -2.2519397729498363; -0.6517962709121727; -0.3552453106988538; 597; 427; 600; 424; 421; 603; 418; 606; 0.50146484375
949; -2.2519397729498363; -0.6517962709121727; 1.8380001117654476; 756; 268; 858; 166; 264; 760; 139; 885; 0.555419921875
950; -2.2519397729498363; -0.6517962709121727; -2.2519397729498363; 521; 503; 682; 342; 502; 522; 342; 682; 0.578369140625
951; -2.2519397729498363; 1.5414491515521291; -3.141592653589793; 501; 523; 347; 677; 535; 489; 721; 303; 0.4169921875
952; -2.2519397729498363; 1.5414491515521291; -0.9483472311254912; 242; 782; 187; 837; 771; 253; 840; 184; 0.4697265625
953; -2.2519397729498363; 1.5414491515521291; 1.2448981913388106; 407; 617; 400; 624; 601; 423; 598; 426; 0.4990234375
954; -2.2519397729498363; 1.5414491515521291; -2.8450416933764746; 736; 288; 679; 345; 287; 737; 368; 656; 0.46630859375
955; -2.2519397729498363; 1.5414491515521291; -0.6517962709121727; 657; 367; 495; 529; 347; 677; 515; 509; 0.41943359375
956; -2.2519397729498363; 1.5414491515521291; 1.5414491515521291; 351; 673; 196; 828; 688; 336; 839; 185; 0.42529296875
957; -2.2519397729498363; 1.5414491515521291; -2.548490733163156; 269; 755; 275; 749; 730; 294; 764; 260; 0.4931640625
958; -2.2519397729498363; 1.5414491515521291; -0.3552453106988538; 600; 424; 585; 439; 467; 557; 418; 606; 0.50830078125
959; -2.2519397729498363; 1.5414491515521291; 1.8380001117654476; 741; 283; 668; 356; 262; 762; 360; 664; 0.458251953125
960; -2.2519397729498363; 1.5414491515521291; -2.2519397729498363; 486; 538; 338; 686; 527; 497; 695; 329; 0.4228515625
961; -2.2519397729498363; -2.548490733163156; -3.141592653589793; 514; 510; 73; 951; 525; 499; 969; 55; 0.283935546875
962; -2.2519397729498363; -2.548490733163156; -0.9483472311254912; 266; 758; 127; 897; 760; 264; 886; 138; 0.435302734375
963; -2.2519397729498363; -2.548490733163156; 1.2448981913388106; 422; 602; 433; 591; 593; 431; 576; 448; 0.5068359375
964; -2.2519397729498363; -2.548490733163156; -2.8450416933764746; 749; 275; 500; 524; 287; 737; 488; 536; 0.39013671875
965; -2.2519397729498363; -2.548490733163156; -0.6517962709121727; 701; 323; 199; 825; 311; 713; 841; 183; 0.248046875
966; -2.2519397729498363; -2.548490733163156; 1.5414491515521291; 352; 672; 39; 985; 677; 347; 977; 47; 0.350341796875
967; -2.2519397729498363; -2.548490733163156; -2.548490733163156; 309; 715; 287; 737; 759; 265; 735; 289; 0.50048828125
968; -2.2519397729498363; -2.548490733163156; -0.3552453106988538; 616; 408; 546; 478; 409; 615; 482; 542; 0.465087890625
969; -2.2519397729498363; -2.548490733163156; 1.8380001117654476; 783; 241; 378; 646; 279; 745; 644; 380; 0.31201171875
970; -2.2519397729498363; -2.548490733163156; -2.2519397729498363; 513; 511; 84; 940; 507; 517; 945; 79; 0.288330078125
971; -2.2519397729498363; -0.3552453106988538; -3.141592653589793; 501; 523; 7; 1017; 525; 499; 1016; 8; 0.259521484375
972; -2.2519397729498363; -0.3552453106988538; -0.9483472311254912; 266; 758; 250; 774; 774; 250; 764; 260; 0.49853515625
973; -2.2519397729498363; -0.3552453106988538; 1.2448981913388106; 429; 595; 501; 523; 627; 397; 509; 515; 0.54638671875
974; -2.2519397729498363; -0.3552453106988538; -2.8450416933764746; 731; 293; 347; 677; 271; 753; 697; 327; 0.30224609375
975; -2.2519397729498363; -0.3552453106988538; -0.6517962709121727; 675; 349; 35; 989; 346; 678; 987; 37; 0.187255859375
976; -2.2519397729498363; -0.3552453106988538; 1.5414491515521291; 327; 697; 91; 933; 669; 355; 911; 113; 0.38330078125
977; -2.2519397729498363; -0.3552453106988538; -2.548490733163156; 299; 725; 434; 590; 720; 304; 618; 406; 0.557861328125
978; -2.2519397729498363; -0.3552453106988538; -0.3552453106988538; 575; 449; 483; 541; 451; 573; 507; 517; 0.4638671875
979; -2.2519397729498363; -0.3552453106988538; 1.8380001117654476; 730; 294; 166; 858; 293; 731; 863; 161; 0.22314453125
980; -2.2519397729498363; -0.3552453106988538; -2.2519397729498363; 487; 537; 6; 1018; 493; 531; 1019; 5; 0.254150390625
981; -2.2519397729498363; 1.8380001117654476; -3.141592653589793; 502; 522; 177; 847; 508; 516; 848; 176; 0.337646484375
982; -2.2519397729498363; 1.8380001117654476; -0.9483472311254912; 274; 750; 516; 508; 754; 270; 516; 508; 0.6171875
983; -2.2519397729498363; 1.8380001117654476; 1.2448981913388106; 458; 566; 581; 443; 603; 421; 469; 555; 0.562744140625
984; -2.2519397729498363; 1.8380001117654476; -2.8450416933764746; 754; 270; 245; 779; 278; 746; 736; 288; 0.263916015625
985; -2.2519397729498363; 1.8380001117654476; -0.6517962709121727; 687; 337; 96; 928; 350; 674; 936; 88; 0.212646484375
986; -2.2519397729498363; 1.8380001117654476; 1.5414491515521291; 351; 673; 368; 656; 678; 346; 665; 359; 0.50732421875
987; -2.2519397729498363; 1.8380001117654476; -2.548490733163156; 282; 742; 599; 425; 736; 288; 415; 609; 0.65576171875
988; -2.2519397729498363; 1.8380001117654476; -0.3552453106988538; 598; 426; 431; 593; 403; 621; 597; 427; 0.411865234375
989; -2.2519397729498363; 1.8380001117654476; 1.8380001117654476; 767; 257; 128; 896; 263; 761; 917; 107; 0.184326171875
990; -2.2519397729498363; 1.8380001117654476; -2.2519397729498363; 523; 501; 166; 858; 517; 507; 831; 193; 0.336181640625
991; -2.2519397729498363; -2.2519397729498363; -3.141592653589793; 521; 503; 498; 526; 478; 546; 509; 515; 0.48681640625
992; -2.2519397729498363; -2.2519397729498363; -0.9483472311254912; 296; 728; 770; 254; 741; 283; 246; 778; 0.736572265625
993; -2.2519397729498363; -2.2519397729498363; 1.2448981913388106; 378; 646; 583; 441; 583; 441; 422; 602; 0.58935546875
994; -2.2519397729498363; -2.2519397729498363; -2.8450416933764746; 709; 315; 289; 735; 277; 747; 726; 298; 0.287841796875
995; -2.2519397729498363; -2.2519397729498363; -0.6517962709121727; 670; 354; 363; 661; 342; 682; 678; 346; 0.343017578125
996; -2.2519397729498363; -2.2519397729498363; 1.5414491515521291; 346; 678; 690; 334; 673; 351; 380; 644; 0.655517578125
997; -2.2519397729498363; -2.2519397729498363; -2.548490733163156; 270; 754; 735; 289; 736; 288; 301; 723; 0.7197265625
998; -2.2519397729498363; -2.2519397729498363; -0.3552453106988538; 604; 420; 433; 591; 419; 605; 580; 444; 0.4189453125
999; -2.2519397729498363; -2.2519397729498363; 1.8380001117654476; 785; 239; 249; 775; 244; 780; 766; 258; 0.24169921875
1000; -2.2519397729498363; -2.2519397729498363; -2.2519397729498363; 503; 521; 509; 515; 514; 510; 503; 521; 0.504150390625
